Data;Loja;Produto;Categoria;Quantidade;Preço Unitário;Total Venda;Cliente_ID;Forma_Pagamento
2023-07-06;Loja B;Pasta de Dente;Higiene;9.0;21.12;190.08;9939.0;Pix
2023-08-21;Loja B;Detergente;Limpeza;2.0;-35.67;;;Pix
2022-05-27;Loja C;Refrigerante;Bebidas;7.0;32.72;229.04;1575.0;Transferência
2022-04-10;Loja B;Detergente;Limpeza;9.0;30.61;275.49;5319.0;Cartão
2023-05-17;Loja B;Leite;Alimentos;5.0;31.34;156.7;8666.0;Cartão
2024-09-19;Loja C;Refrigerante;Bebidas;10.0;5.98;59.8;7295.0;Dinheiro
2024-06-20;Loja B;Açúcar;Alimentos;5.0;24.13;120.65;4845.0;Dinheiro
2024-01-05;Loja C;Leite;Alimentos;5.0;45.55;227.75;3860.0;Dinheiro
2022-12-18;Loja B;Leite;Alimentos;4.0;2.36;9.44;1159.0;Pix
2022-01-28;Loja B;Sabão em Pó;Limpeza;3.0;46.95;140.85;5466.0;Cartão
2023-11-11;Loja A;Leite;Alimentos;4.0;44.26;177.04;4699.0;Pix
2023-09-03;Loja C;Pasta de Dente;Higiene;5.0;4.85;24.25;4397.0;Dinheiro
2022-02-21;Loja B;Detergente;Limpeza;8.0;48.69;389.52;4535.0;Pix
2022-03-30;Loja C;Cerveja;Bebidas;10.0;37.51;375.1;5844.0;Dinheiro
2024-02-16;Loja A;Feijão;Alimentos;3.0;4.7;14.1;;Transferência
2024-10-04;Loja C;Pasta de Dente;Higiene;6.0;42.97;257.82;9282.0;Cartão
2024-08-28;Loja B;Feijão;Alimentos;8.0;45.01;360.08;6979.0;Dinheiro
2022-08-28;Loja A;Leite;Alimentos;1.0;23.09;23.09;5058.0;Pix
2023-09-25;Loja A;Cerveja;Bebidas;8.0;12.14;97.12;4141.0;Dinheiro
2022-03-06;Loja C;Detergente;Limpeza;9.0;28.56;257.04;4350.0;Dinheiro
2023-09-16;Loja A;Sabão em Pó;Limpeza;1.0;14.0;14.0;7673.0;Cartão
2023-12-05;Loja C;Shampoo;Higiene;9.0;38.03;342.27;6569.0;Transferência
2022-05-24;Loja A;Cerveja;Bebidas;3.0;12.75;;7383.0;Pix
2023-09-03;Loja B;Cerveja;Bebidas;4.0;30.64;122.56;8164.0;Dinheiro
2024-11-28;Loja A;Leite;Alimentos;8.0;;;6815.0;Cartão
2023-03-08;Loja A;Açúcar;Alimentos;8.0;2.29;;8377.0;Transferência
2022-05-17;Loja B;Refrigerante;Bebidas;2.0;3.42;6.84;2035.0;
2023-06-18;Loja A;Leite;Alimentos;4.0;6.3;25.2;3634.0;Pix
2023-04-27;Loja A;Detergente;Limpeza;9.0;44.12;397.08;1670.0;Dinheiro
2023-10-18;Loja B;Feijão;Alimentos;7.0;;266.35;2906.0;Dinheiro
2023-06-10;Loja C;Sabão em Pó;Limpeza;10.0;9.28;92.8;3542.0;Transferência
2023-09-05;Loja A;Refrigerante;Bebidas;3.0;20.17;60.51;;Dinheiro
2023-03-02;Loja C;Arroz;Alimentos;10.0;39.27;392.7;3030.0;Cartão
2024-11-04;Loja B;Detergente;Limpeza;2.0;23.53;47.06;6267.0;Dinheiro
2022-08-25;Loja B;Shampoo;Higiene;6.0;17.04;102.24;6043.0;Transferência
2022-01-18;Loja B;Sabão em Pó;Limpeza;9.0;;;6555.0;Transferência
2022-02-21;Loja B;Arroz;Alimentos;2.0;18.71;37.42;2491.0;Transferência
2024-09-25;Loja B;Arroz;Alimentos;3.0;24.05;72.15;5654.0;Dinheiro
2023-03-14;Loja B;Refrigerante;Bebidas;10.0;29.87;298.7;7143.0;
2024-01-04;Loja C;Açúcar;Alimentos;5.0;27.97;139.85;7391.0;Cartão
2022-03-04;Loja C;Arroz;Alimentos;7.0;18.78;131.46;1012.0;Cartão
2024-06-21;Loja A;Leite;Alimentos;1.0;34.37;34.37;2572.0;Cartão
2022-08-26;Loja C;Pasta de Dente;Higiene;9.0;31.84;286.56;2701.0;Transferência
2022-05-28;Loja B;Açúcar;Alimentos;8.0;9.53;76.24;5644.0;Cartão
2024-11-18;Loja A;Pasta de Dente;Higiene;7.0;48.72;341.04;7772.0;Transferência
2024-08-26;Loja C;Sabão em Pó;Limpeza;7.0;37.97;265.79;7939.0;Transferência
2023-06-17;Loja A;Refrigerante;Bebidas;8.0;14.18;113.44;6924.0;Transferência
2023-09-15;Loja C;Açúcar;Alimentos;2.0;8.57;17.14;4611.0;Pix
2023-12-03;Loja C;Arroz;Alimentos;10.0;36.6;366.0;6087.0;Pix
2024-12-17;Loja B;Arroz;Alimentos;7.0;44.69;312.83;1388.0;Transferência
2022-12-21;Loja B;Refrigerante;Bebidas;;47.32;;3658.0;Cartão
2024-04-01;Loja A;Pasta de Dente;Higiene;7.0;14.65;102.55;4303.0;Transferência
2024-08-05;Loja A;Leite;Alimentos;9.0;31.25;281.25;1793.0;Cartão
2022-04-08;Loja C;Leite;Alimentos;5.0;44.98;224.9;8436.0;Pix
2023-11-09;Loja A;Açúcar;Alimentos;1.0;33.02;;7051.0;Transferência
2024-03-11;Loja C;Detergente;Limpeza;4.0;3.34;13.36;6843.0;Transferência
2022-11-07;Loja B;Refrigerante;Bebidas;9.0;-47.19;;;Pix
2022-02-22;Loja A;Feijão;Alimentos;9.0;33.01;297.09;6783.0;Transferência
2023-11-07;Loja C;Refrigerante;Bebidas;4.0;23.31;93.24;5285.0;Transferência
2023-04-21;Loja B;Feijão;Alimentos;;37.55;;5900.0;Pix
2023-01-28;Loja C;Detergente;Limpeza;1.0;;45.94;1489.0;Cartão
2022-03-15;Loja B;Açúcar;Alimentos;2.0;4.38;8.76;3906.0;Pix
2022-02-06;Loja C;Leite;Alimentos;7.0;44.01;;5615.0;Pix
2024-08-20;Loja C;Arroz;Alimentos;1.0;46.47;46.47;5015.0;Dinheiro
2022-08-19;Loja B;Shampoo;Higiene;9.0;8.12;73.08;5007.0;Transferência
2022-01-10;Loja C;Shampoo;Higiene;7.0;13.81;;8450.0;Dinheiro
2022-10-12;Loja A;Refrigerante;Bebidas;9.0;15.02;135.18;8396.0;Pix
2022-08-01;Loja B;Arroz;Alimentos;9.0;32.81;295.29;3703.0;
2023-01-20;Loja A;Sabão em Pó;Limpeza;6.0;30.15;180.9;7960.0;Pix
2024-10-16;Loja C;Açúcar;Alimentos;8.0;21.18;169.44;6286.0;Cartão
2024-10-05;Loja C;Açúcar;Alimentos;4.0;11.12;44.48;8292.0;Dinheiro
2023-03-01;Loja A;Pasta de Dente;Higiene;10.0;12.06;120.6;5909.0;Cartão
2024-12-07;Loja A;Sabão em Pó;Limpeza;-3.0;7.54;;9757.0;Transferência
2022-10-08;Loja B;Leite;Alimentos;4.0;29.09;116.36;8424.0;Pix
2024-11-23;Loja B;Cerveja;Bebidas;8.0;16.25;130.0;4763.0;Pix
2024-07-08;Loja B;Cerveja;Bebidas;5.0;9.24;46.2;8743.0;Dinheiro
2023-07-12;Loja C;Leite;Alimentos;4.0;10.06;40.24;3115.0;Transferência
2024-08-26;Loja B;Feijão;Alimentos;8.0;44.82;358.56;3418.0;Cartão
2024-04-22;Loja B;Açúcar;Alimentos;10.0;24.44;;1376.0;Pix
2022-12-09;Loja A;Detergente;Limpeza;1.0;42.64;42.64;1801.0;Transferência
2022-10-03;Loja A;Shampoo;Higiene;5.0;24.65;123.25;4955.0;Dinheiro
2023-07-08;Loja B;Cerveja;Bebidas;1.0;-27.34;;4484.0;Pix
2024-07-22;Loja A;Refrigerante;Bebidas;1.0;46.92;46.92;3202.0;Pix
2022-05-31;Loja A;Sabão em Pó;Limpeza;9.0;21.4;192.6;1758.0;Transferência
2024-03-24;Loja C;Refrigerante;Bebidas;3.0;29.2;;;Transferência
2022-06-04;Loja A;Açúcar;Alimentos;7.0;15.32;107.24;7496.0;Pix
2023-11-06;Loja C;Detergente;Limpeza;3.0;13.71;41.13;8816.0;Transferência
2024-05-14;Loja B;Cerveja;Bebidas;8.0;42.6;340.8;3945.0;Cartão
2022-11-22;Loja A;Detergente;Limpeza;9.0;-43.66;;2131.0;Dinheiro
2023-04-02;Loja C;Leite;Alimentos;4.0;32.86;131.44;;Cartão
2024-04-26;;Sabão em Pó;Limpeza;1.0;29.94;29.94;5632.0;Transferência
2022-01-04;Loja B;Cerveja;Bebidas;10.0;48.62;486.2;8288.0;Cartão
2024-09-23;Loja C;Arroz;Alimentos;7.0;27.79;194.53;6678.0;Pix
2024-09-09;Loja A;Leite;Alimentos;3.0;2.83;8.49;9694.0;Transferência
2022-04-18;Loja C;Cerveja;Bebidas;2.0;22.91;45.82;5908.0;Dinheiro
2023-06-25;Loja A;Açúcar;Alimentos;7.0;-36.56;;6573.0;Transferência
2022-04-20;Loja A;Cerveja;Bebidas;2.0;21.87;;7394.0;Cartão
2024-03-22;Loja A;Leite;Alimentos;6.0;14.16;84.96;4510.0;Transferência
2023-10-17;Loja B;Arroz;Alimentos;9.0;-46.33;;8598.0;Cartão
2023-03-02;Loja B;Açúcar;Alimentos;2.0;9.85;19.7;;Pix
2023-07-26;Loja B;Detergente;Limpeza;8.0;34.84;278.72;8270.0;
2022-01-09;Loja C;Shampoo;Higiene;1.0;38.67;38.67;9689.0;Pix
2022-01-04;Loja B;Detergente;Limpeza;6.0;45.59;273.54;6853.0;Transferência
2024-08-25;Loja B;Detergente;Limpeza;2.0;35.73;71.46;3992.0;Cartão
2024-11-12;Loja B;Leite;Alimentos;3.0;26.6;79.8;5229.0;Dinheiro
2022-08-23;Loja B;Cerveja;Bebidas;6.0;47.88;287.28;7814.0;Transferência
2024-01-18;;Arroz;Alimentos;2.0;2.56;5.12;2750.0;Dinheiro
2024-12-26;Loja A;Sabão em Pó;Limpeza;1.0;28.03;28.03;7438.0;Dinheiro
2024-01-09;Loja A;Leite;Alimentos;5.0;13.04;65.2;3709.0;Dinheiro
2023-04-03;Loja C;Detergente;Limpeza;1.0;32.17;32.17;2774.0;Dinheiro
2023-04-26;Loja A;Feijão;Alimentos;;19.05;;9746.0;Transferência
2022-08-23;Loja A;Arroz;Alimentos;4.0;36.82;147.28;3104.0;Dinheiro
2022-05-20;Loja C;Shampoo;Higiene;2.0;28.43;56.86;7941.0;Pix
2023-06-25;Loja A;Feijão;Alimentos;6.0;41.09;246.54;3894.0;Cartão
2023-06-25;Loja A;Cerveja;Bebidas;4.0;14.49;57.96;2028.0;Transferência
2023-06-14;Loja C;Arroz;Alimentos;7.0;47.42;331.94;1178.0;Cartão
2023-04-14;Loja C;Sabão em Pó;Limpeza;7.0;-46.51;;6910.0;Cartão
2024-01-11;Loja A;Sabão em Pó;Limpeza;9.0;30.2;271.8;4931.0;Dinheiro
2024-06-17;Loja C;Sabão em Pó;Limpeza;;8.45;;7113.0;Cartão
2022-06-12;Loja C;Cerveja;Bebidas;8.0;17.95;143.6;1126.0;Cartão
2023-03-30;Loja C;Pasta de Dente;Higiene;7.0;-39.68;;8502.0;Transferência
2024-12-05;Loja C;Feijão;Alimentos;10.0;6.43;;8345.0;Pix
2022-12-31;Loja A;Refrigerante;Bebidas;9.0;46.67;420.03;1931.0;Pix
2022-02-23;Loja B;Refrigerante;Bebidas;3.0;-3.24;;5519.0;Dinheiro
2024-10-12;Loja A;Feijão;Alimentos;9.0;44.57;401.13;1115.0;Cartão
2024-02-16;Loja A;Shampoo;Higiene;7.0;27.92;195.44;2988.0;Cartão
2022-01-22;Loja C;Feijão;Alimentos;9.0;46.3;416.7;3631.0;Dinheiro
2023-06-24;Loja B;Sabão em Pó;Limpeza;4.0;27.6;110.4;4964.0;Transferência
2024-07-21;Loja A;Cerveja;Bebidas;4.0;29.4;117.6;4332.0;Pix
2024-08-22;Loja B;Cerveja;Bebidas;10.0;11.91;119.1;1667.0;Transferência
2022-04-15;Loja A;Detergente;Limpeza;-2.0;38.15;;1543.0;Pix
2022-05-07;Loja C;Sabão em Pó;Limpeza;7.0;38.45;269.15;2989.0;Cartão
2023-03-03;Loja B;Arroz;Alimentos;9.0;5.09;45.81;7863.0;Cartão
2023-04-11;Loja B;Leite;Alimentos;;2.3;;5421.0;Transferência
2024-05-14;Loja C;Leite;Alimentos;6.0;36.08;216.48;7183.0;Dinheiro
2023-10-31;Loja C;Sabão em Pó;Limpeza;9.0;-24.19;;9329.0;Pix
2023-01-29;Loja C;Shampoo;Higiene;5.0;39.88;199.4;4489.0;Cartão
2024-01-23;Loja B;Sabão em Pó;Limpeza;3.0;-15.38;;7394.0;
2023-02-28;Loja C;Pasta de Dente;Higiene;2.0;6.27;12.54;1508.0;Pix
2023-10-28;Loja A;Cerveja;Bebidas;4.0;6.04;24.16;8217.0;Dinheiro
2022-07-28;Loja A;Leite;Alimentos;-1.0;18.8;;2262.0;Cartão
2022-08-27;Loja A;Pasta de Dente;Higiene;4.0;13.43;53.72;2362.0;Cartão
2022-03-03;Loja B;Cerveja;Bebidas;9.0;4.78;43.02;1776.0;Pix
2024-01-16;Loja B;Detergente;Limpeza;7.0;16.3;114.1;;Pix
2024-12-14;;Detergente;Limpeza;9.0;37.67;339.03;2912.0;Cartão
2024-10-28;Loja B;Pasta de Dente;Higiene;4.0;20.15;80.6;2055.0;Dinheiro
2024-11-06;Loja B;Pasta de Dente;Higiene;10.0;24.1;241.0;8835.0;Transferência
2022-01-23;;Cerveja;Bebidas;;45.02;;5954.0;Pix
2023-11-03;Loja A;Refrigerante;Bebidas;10.0;25.78;257.8;9666.0;Transferência
2023-02-23;Loja A;Shampoo;Higiene;4.0;38.17;152.68;4111.0;Dinheiro
2024-03-19;Loja A;Leite;Alimentos;;4.71;;8131.0;Dinheiro
2023-07-13;Loja C;Detergente;Limpeza;5.0;21.09;;2093.0;Transferência
2023-05-05;Loja A;Arroz;Alimentos;1.0;25.38;25.38;2028.0;Transferência
2022-02-20;Loja B;Shampoo;Higiene;3.0;1.67;5.01;5425.0;Pix
2023-02-18;Loja C;Detergente;Limpeza;9.0;5.59;50.31;4211.0;Cartão
2023-10-21;Loja C;Leite;Alimentos;4.0;14.36;57.44;9759.0;Dinheiro
2022-08-29;Loja C;Detergente;Limpeza;10.0;-43.0;;2483.0;Dinheiro
2023-11-03;Loja C;Arroz;Alimentos;7.0;9.78;68.46;7135.0;Transferência
2023-03-11;Loja A;Refrigerante;Bebidas;3.0;43.04;129.12;6020.0;Dinheiro
2022-10-08;Loja C;Arroz;Alimentos;5.0;;247.1;5830.0;Cartão
2022-12-29;Loja A;Sabão em Pó;Limpeza;-4.0;29.23;;8162.0;Transferência
2024-11-25;Loja A;Feijão;Alimentos;1.0;18.77;18.77;9624.0;Dinheiro
2023-01-30;Loja C;Detergente;Limpeza;5.0;3.18;15.9;9196.0;Dinheiro
2022-01-21;Loja B;Feijão;Alimentos;6.0;23.31;139.86;1307.0;Cartão
2024-04-02;Loja A;Leite;Alimentos;3.0;21.35;64.05;1397.0;Pix
2022-06-09;Loja C;Shampoo;Higiene;5.0;49.2;246.0;7861.0;Dinheiro
2024-02-06;Loja B;Cerveja;Bebidas;7.0;10.91;76.37;7290.0;Pix
2024-02-23;Loja B;Pasta de Dente;Higiene;5.0;6.0;30.0;4882.0;Transferência
2023-06-07;Loja C;Sabão em Pó;Limpeza;1.0;21.62;21.62;2188.0;Dinheiro
2022-03-09;Loja C;Açúcar;Alimentos;1.0;2.55;2.55;9783.0;Cartão
2023-07-17;Loja A;Cerveja;Bebidas;10.0;22.39;223.9;3626.0;Dinheiro
2022-08-21;Loja C;Shampoo;Higiene;2.0;26.65;53.3;1807.0;Dinheiro
2024-12-06;Loja A;Feijão;Alimentos;-3.0;14.5;;8701.0;Cartão
2022-05-29;Loja C;Refrigerante;Bebidas;5.0;17.75;88.75;8267.0;Transferência
2022-08-25;;Refrigerante;Bebidas;6.0;;;1468.0;
2024-06-17;Loja B;Leite;Alimentos;4.0;34.77;139.08;1749.0;Pix
2023-07-30;Loja B;Sabão em Pó;Limpeza;9.0;38.5;346.5;3849.0;Cartão
2022-02-25;Loja C;Sabão em Pó;Limpeza;4.0;20.05;80.2;3042.0;Dinheiro
2023-03-13;Loja A;Leite;Alimentos;4.0;33.51;134.04;8064.0;Dinheiro
2022-08-27;Loja A;Arroz;Alimentos;3.0;-19.78;;5484.0;Cartão
2022-11-30;Loja C;Leite;Alimentos;5.0;27.78;138.9;9865.0;Pix
2024-05-06;Loja B;Leite;Alimentos;5.0;20.22;101.1;6794.0;Pix
2024-04-25;Loja A;Cerveja;Bebidas;3.0;6.78;20.34;8728.0;Cartão
2024-01-04;Loja B;Sabão em Pó;Limpeza;8.0;15.68;125.44;3413.0;Dinheiro
2023-05-06;Loja A;Cerveja;Bebidas;7.0;13.61;95.27;9429.0;Cartão
2023-08-10;Loja B;Shampoo;Higiene;3.0;14.7;44.1;1935.0;Transferência
2023-09-02;Loja B;Sabão em Pó;Limpeza;5.0;49.28;246.4;9990.0;Pix
2024-05-19;Loja B;Feijão;Alimentos;6.0;31.72;190.32;6828.0;Pix
2023-02-18;Loja B;Detergente;Limpeza;-3.0;42.15;;2414.0;Transferência
2023-04-27;Loja A;Refrigerante;Bebidas;3.0;24.97;;4243.0;Dinheiro
2023-05-28;Loja A;Pasta de Dente;Higiene;3.0;17.99;53.97;9014.0;Dinheiro
2022-03-11;Loja C;Feijão;Alimentos;9.0;9.86;88.74;9802.0;Pix
2024-05-09;Loja B;Sabão em Pó;Limpeza;4.0;25.32;;6561.0;Dinheiro
2023-02-09;Loja B;Arroz;Alimentos;5.0;31.26;156.3;6991.0;Cartão
2022-01-29;Loja B;Cerveja;Bebidas;6.0;47.59;285.54;9426.0;Transferência
2024-12-31;Loja B;Sabão em Pó;Limpeza;5.0;13.01;65.05;3929.0;Transferência
2022-03-26;Loja C;Refrigerante;Bebidas;10.0;33.61;336.1;5404.0;Dinheiro
2022-12-12;Loja C;Leite;Alimentos;2.0;12.23;24.46;7056.0;
2022-05-20;Loja A;Shampoo;Higiene;2.0;12.39;24.78;2082.0;Cartão
2024-03-25;Loja A;Sabão em Pó;Limpeza;8.0;33.97;271.76;5871.0;Cartão
2022-10-23;Loja B;Refrigerante;Bebidas;5.0;29.79;148.95;6320.0;Cartão
2022-06-01;Loja A;Detergente;Limpeza;4.0;28.3;113.2;9071.0;Transferência
2024-11-18;Loja A;Detergente;Limpeza;3.0;49.47;148.41;3370.0;Pix
2022-12-07;Loja B;Cerveja;Bebidas;5.0;17.49;87.45;2974.0;Transferência
2024-03-12;Loja C;Cerveja;Bebidas;;24.21;;9193.0;Cartão
2023-09-21;Loja A;Leite;Alimentos;8.0;11.71;93.68;8484.0;Transferência
2024-09-28;Loja B;Leite;Alimentos;1.0;31.87;;7883.0;Pix
2022-10-21;Loja C;Leite;Alimentos;10.0;43.82;438.2;5959.0;Dinheiro
2022-10-22;Loja C;Cerveja;Bebidas;2.0;45.42;90.84;5136.0;Pix
2024-11-10;Loja C;Arroz;Alimentos;4.0;21.96;87.84;7363.0;Dinheiro
2022-06-09;Loja A;Açúcar;Alimentos;6.0;9.72;58.32;1170.0;Dinheiro
2024-01-11;Loja C;Pasta de Dente;Higiene;7.0;11.38;79.66;8676.0;Dinheiro
2023-11-22;Loja A;Açúcar;Alimentos;8.0;19.82;158.56;8432.0;Transferência
2022-05-18;Loja A;Açúcar;Alimentos;10.0;11.65;116.5;6279.0;Cartão
2024-05-06;Loja A;Cerveja;Bebidas;2.0;14.88;29.76;4263.0;Pix
2024-12-20;Loja B;Leite;Alimentos;8.0;-44.56;;7821.0;Pix
2022-09-09;Loja A;Detergente;Limpeza;3.0;-29.3;;8940.0;Dinheiro
2022-07-14;Loja A;Açúcar;Alimentos;8.0;25.53;204.24;5913.0;Pix
2024-05-31;Loja B;Pasta de Dente;Higiene;6.0;8.69;52.14;3692.0;Pix
2022-07-10;Loja B;Refrigerante;Bebidas;1.0;16.0;16.0;6936.0;Cartão
2022-04-14;Loja A;Detergente;Limpeza;10.0;4.05;40.5;9770.0;Transferência
2024-07-14;Loja A;Pasta de Dente;Higiene;1.0;-44.37;;3542.0;Dinheiro
2023-01-27;Loja C;Pasta de Dente;Higiene;1.0;;;8715.0;
2024-08-11;Loja C;Refrigerante;Bebidas;5.0;7.11;35.55;7787.0;Cartão
2023-07-08;Loja B;Shampoo;Higiene;1.0;43.75;43.75;7461.0;Transferência
2024-09-10;Loja A;Feijão;Alimentos;10.0;21.78;217.8;5101.0;Transferência
2022-12-05;Loja C;Açúcar;Alimentos;9.0;16.2;145.8;5282.0;Cartão
2024-12-02;Loja A;Sabão em Pó;Limpeza;3.0;-23.75;;9650.0;Cartão
2023-12-21;Loja C;Detergente;Limpeza;3.0;5.24;;1442.0;Cartão
2022-08-05;Loja C;Sabão em Pó;Limpeza;10.0;35.17;351.7;1005.0;
2022-06-01;Loja A;Shampoo;Higiene;3.0;8.88;26.64;5391.0;Pix
2023-06-07;Loja B;Leite;Alimentos;2.0;44.06;88.12;2061.0;Dinheiro
2023-04-27;Loja B;Açúcar;Alimentos;4.0;30.51;122.04;1529.0;Transferência
2024-03-23;Loja C;Cerveja;Bebidas;;8.98;;4822.0;Dinheiro
2023-09-21;Loja C;Refrigerante;Bebidas;7.0;24.16;169.12;1352.0;Dinheiro
2024-03-07;Loja B;Feijão;Alimentos;5.0;47.97;239.85;8737.0;Transferência
2023-01-23;Loja C;Pasta de Dente;Higiene;3.0;48.25;144.75;7936.0;Pix
2023-07-11;Loja B;Detergente;Limpeza;9.0;31.85;286.65;3330.0;Cartão
2022-06-17;Loja A;Refrigerante;Bebidas;1.0;42.3;42.3;3434.0;Pix
2023-09-09;Loja A;Refrigerante;Bebidas;3.0;;60.42;1872.0;Pix
2024-05-09;Loja C;Cerveja;Bebidas;10.0;17.94;179.4;6076.0;Cartão
2022-08-03;Loja A;Leite;Alimentos;5.0;35.98;179.9;7357.0;Dinheiro
2024-05-06;Loja C;Leite;Alimentos;9.0;25.91;233.19;6592.0;Dinheiro
2022-07-31;Loja C;Feijão;Alimentos;7.0;16.32;114.24;8526.0;Dinheiro
2023-03-24;Loja B;Sabão em Pó;Limpeza;9.0;46.15;415.35;9504.0;Cartão
2023-05-31;Loja C;Sabão em Pó;Limpeza;1.0;7.89;7.89;8067.0;Cartão
2023-11-09;Loja A;Detergente;Limpeza;8.0;28.47;227.76;3643.0;Cartão
2022-09-17;Loja A;Cerveja;Bebidas;4.0;8.08;32.32;;Pix
2024-03-25;Loja B;Shampoo;Higiene;6.0;11.06;66.36;9281.0;Pix
2023-03-30;Loja B;Açúcar;Alimentos;10.0;23.17;231.7;3613.0;Pix
2022-11-16;Loja C;Refrigerante;Bebidas;3.0;6.11;18.33;9948.0;Cartão
2024-01-30;Loja C;Sabão em Pó;Limpeza;3.0;41.83;125.49;8914.0;Pix
2023-07-10;Loja A;Cerveja;Bebidas;3.0;27.66;82.98;9583.0;Cartão
2022-03-08;Loja B;Cerveja;Bebidas;4.0;;74.52;7890.0;Dinheiro
2022-07-23;Loja C;Shampoo;Higiene;-4.0;28.42;;6187.0;Dinheiro
2022-04-10;Loja C;Shampoo;Higiene;3.0;11.89;35.67;8469.0;Transferência
2022-08-06;Loja C;Refrigerante;Bebidas;2.0;20.69;41.38;9597.0;Cartão
2023-11-16;Loja B;Arroz;Alimentos;1.0;14.71;14.71;2919.0;Cartão
2023-04-13;Loja A;Shampoo;Higiene;4.0;23.25;93.0;9186.0;Transferência
2022-07-02;Loja B;Shampoo;Higiene;2.0;10.29;20.58;2427.0;Transferência
2024-10-24;Loja A;Açúcar;Alimentos;5.0;2.91;;6831.0;Cartão
2022-07-08;Loja C;Leite;Alimentos;4.0;40.38;161.52;3780.0;Pix
2022-03-10;Loja C;Feijão;Alimentos;5.0;41.85;209.25;6506.0;Cartão
2023-10-28;Loja A;Feijão;Alimentos;5.0;2.82;14.1;9581.0;Transferência
2023-09-07;Loja A;Pasta de Dente;Higiene;2.0;14.78;29.56;2242.0;Transferência
2024-01-13;Loja A;Refrigerante;Bebidas;4.0;;130.36;1669.0;Cartão
2022-09-05;Loja C;Feijão;Alimentos;7.0;3.15;22.05;9486.0;Cartão
2023-05-16;Loja A;Leite;Alimentos;3.0;48.63;145.89;6805.0;Dinheiro
2022-10-27;Loja C;Shampoo;Higiene;6.0;45.73;274.38;7588.0;Dinheiro
2022-07-04;Loja A;Refrigerante;Bebidas;4.0;19.68;78.72;1168.0;Transferência
2023-09-18;Loja B;Shampoo;Higiene;7.0;46.91;328.37;4325.0;Pix
2022-04-28;Loja A;Cerveja;Bebidas;1.0;33.51;33.51;6085.0;Transferência
2022-06-18;Loja A;Sabão em Pó;Limpeza;4.0;23.81;95.24;5548.0;Cartão
2023-05-03;Loja B;Açúcar;Alimentos;10.0;24.79;247.9;7951.0;Dinheiro
2022-06-04;Loja C;Shampoo;Higiene;8.0;33.1;264.8;8725.0;Transferência
2024-09-26;Loja C;Açúcar;Alimentos;10.0;24.91;249.1;5160.0;Dinheiro
2024-04-04;Loja C;Feijão;Alimentos;10.0;37.8;378.0;2700.0;Dinheiro
2024-05-13;Loja B;Refrigerante;Bebidas;8.0;13.02;104.16;7895.0;Dinheiro
2022-01-14;Loja A;Arroz;Alimentos;5.0;10.08;50.4;4047.0;Pix
2024-11-23;Loja B;Refrigerante;Bebidas;5.0;36.11;180.55;6656.0;Transferência
2023-05-25;Loja A;Shampoo;Higiene;5.0;-35.62;;;Transferência
2023-08-05;Loja C;Leite;Alimentos;8.0;35.3;282.4;5983.0;Dinheiro
2022-04-28;;Pasta de Dente;Higiene;9.0;21.29;191.61;4883.0;Pix
2023-07-16;Loja C;Detergente;Limpeza;10.0;26.94;269.4;4978.0;Cartão
2022-10-14;Loja C;Leite;Alimentos;4.0;46.67;;5622.0;Cartão
2022-06-07;Loja A;Feijão;Alimentos;10.0;23.28;232.8;1702.0;Pix
2023-01-06;Loja A;Feijão;Alimentos;9.0;27.87;250.83;2311.0;Pix
2022-11-24;Loja C;Cerveja;Bebidas;2.0;30.53;61.06;2302.0;Dinheiro
2022-05-12;Loja B;Detergente;Limpeza;8.0;42.1;336.8;7133.0;Cartão
2024-02-19;Loja A;Pasta de Dente;Higiene;2.0;29.48;58.96;1778.0;Dinheiro
2024-12-20;Loja B;Cerveja;Bebidas;2.0;38.17;76.34;1115.0;
2024-01-23;Loja A;Arroz;Alimentos;1.0;;16.83;2060.0;Pix
2024-01-26;Loja A;Arroz;Alimentos;9.0;35.19;316.71;3967.0;Transferência
2022-02-13;Loja C;Pasta de Dente;Higiene;8.0;12.7;101.6;9960.0;Pix
2023-02-09;Loja B;Cerveja;Bebidas;10.0;-4.51;;9229.0;Dinheiro
2024-05-23;Loja B;Cerveja;Bebidas;4.0;24.54;98.16;8815.0;Dinheiro
2023-04-04;Loja C;Arroz;Alimentos;2.0;3.3;6.6;4307.0;Cartão
2022-11-19;Loja A;Detergente;Limpeza;1.0;49.56;;1401.0;Transferência
2023-11-04;;Detergente;Limpeza;6.0;27.75;166.5;3175.0;Transferência
2022-10-13;Loja A;Leite;Alimentos;10.0;30.49;304.9;4253.0;Cartão
2024-07-14;Loja C;Leite;Alimentos;6.0;8.72;52.32;5452.0;Pix
2024-11-20;Loja A;Shampoo;Higiene;8.0;46.63;373.04;7756.0;Transferência
2023-09-02;Loja C;Pasta de Dente;Higiene;1.0;19.55;19.55;4385.0;Transferência
2024-05-09;Loja C;Leite;Alimentos;2.0;7.24;14.48;9489.0;Cartão
2023-08-21;Loja A;Cerveja;Bebidas;7.0;43.43;304.01;2226.0;Pix
2023-12-03;Loja C;Açúcar;Alimentos;3.0;46.12;138.36;7944.0;Dinheiro
2024-05-15;Loja A;Shampoo;Higiene;1.0;49.73;;1438.0;Transferência
2022-04-03;Loja A;Leite;Alimentos;1.0;14.23;14.23;2604.0;Transferência
