Data;Loja;Produto;Categoria;Quantidade;Preço Unitário;Total Venda;Cliente_ID;Forma_Pagamento
2023-10-08;Loja A;Leite;Alimentos;2;40.08;80.16;7692;Pix
2023-09-15;Loja A;Arroz;Alimentos;4;15.07;60.28;7743;Cartão
2024-12-31;Loja C;Cerveja;Bebidas;10;32.8;328.0;9485;Cartão
2024-11-15;Loja C;Shampoo;Higiene;5;29.57;147.85;1380;Transferência
2024-05-30;Loja A;Refrigerante;Bebidas;9;6.83;61.47;3904;Dinheiro
2023-07-18;Loja C;Feijão;Alimentos;4;5.09;20.36;2825;Transferência
2022-05-18;Loja C;Leite;Alimentos;1;24.47;24.47;1127;Dinheiro
2024-04-29;Loja B;Açúcar;Alimentos;2;35.56;71.12;0;Dinheiro
2024-12-26;Loja A;Leite;Alimentos;9;5.45;49.05;9266;Dinheiro
2024-08-28;Loja B;Pasta de Dente;Higiene;5;31.6;158.0;3948;Transferência
2022-01-07;Loja A;Detergente;Limpeza;1;13.49;13.49;3691;Pix
2024-08-17;Loja C;Açúcar;Alimentos;5;46.8;234.0;2220;Pix
2023-03-11;Loja A;Sabão em Pó;Limpeza;10;41.35;413.5;6298;Cartão
2022-07-11;Loja A;Arroz;Alimentos;9;12.84;115.56;5658;Pix
2022-05-22;Loja A;Cerveja;Bebidas;7;2.91;20.37;1460;Pix
2022-03-30;Loja B;Sabão em Pó;Limpeza;9;30.24;272.16;8658;Transferência
2023-02-19;Loja A;Pasta de Dente;Higiene;3;27.04;81.12;9444;Cartão
2023-08-04;Loja B;Feijão;Alimentos;9;17.49;157.41;5310;Pix
2024-01-06;Loja C;Feijão;Alimentos;2;35.38;70.76;8939;Cartão
2023-10-03;Loja A;Detergente;Limpeza;10;32.95;329.5;8338;Transferência
2023-11-08;Loja B;Feijão;Alimentos;2;23.24;46.48;5421;Pix
2022-07-15;Loja A;Leite;Alimentos;9;13.29;119.61;7542;Pix
2024-12-12;Loja A;Açúcar;Alimentos;6;40.74;244.44;1975;Pix
2024-02-07;Loja C;Leite;Alimentos;2;42.9;85.8;2320;Transferência
2022-01-13;Loja B;Arroz;Alimentos;1;23.24;23.24;5574;Dinheiro
2024-03-16;Loja B;Cerveja;Bebidas;1;22.18;22.18;6196;Transferência
2024-05-03;Loja A;Leite;Alimentos;2;23.24;46.48;5946;Dinheiro
2024-10-27;Loja A;Sabão em Pó;Limpeza;2;46.88;93.76;2476;Pix
2023-06-27;Loja C;Shampoo;Higiene;1;23.24;23.24;7685;Dinheiro
2022-12-28;Loja A;Shampoo;Higiene;2;27.65;55.3;8862;Pix
2024-09-19;Loja A;Arroz;Alimentos;6;44.71;268.26;5333;Dinheiro
2022-02-16;Loja A;Feijão;Alimentos;3;20.91;62.73;6219;Dinheiro
2022-08-29;Loja C;Pasta de Dente;Higiene;1;26.57;26.57;8592;Pix
2024-09-11;Loja B;Leite;Alimentos;10;12.94;129.4;6815;Pix
2023-11-25;Loja B;Cerveja;Bebidas;8;21.51;172.08;8310;Transferência
2024-04-14;Loja B;Açúcar;Alimentos;5;9.49;47.45;7654;Dinheiro
2022-02-14;Loja B;Shampoo;Higiene;7;23.07;161.49;8771;Cartão
2022-01-23;Loja A;Refrigerante;Bebidas;1;10.72;10.72;3325;Dinheiro
2022-03-17;Loja B;Cerveja;Bebidas;2;23.24;46.48;4436;Cartão
2022-03-21;Loja B;Arroz;Alimentos;2;6.65;13.3;7074;Pix
2024-01-16;Loja B;Açúcar;Alimentos;4;32.58;130.32;7908;Transferência
2024-05-06;Loja A;Detergente;Limpeza;2;23.24;46.48;3274;Não informado
2024-07-19;Loja B;Feijão;Alimentos;5;1.76;8.8;4927;Cartão
2024-09-09;Loja A;Detergente;Limpeza;1;1.62;1.62;0;Cartão
2022-10-06;Loja A;Açúcar;Alimentos;7;25.03;175.21;5639;Cartão
2024-01-30;Loja B;Arroz;Alimentos;2;14.19;28.38;8912;Pix
2024-09-03;Loja C;Feijão;Alimentos;10;23.24;232.4;5706;Cartão
2023-04-25;Loja B;Cerveja;Bebidas;7;42.96;300.72;1761;Dinheiro
2023-07-09;Loja C;Shampoo;Higiene;6;27.2;163.2;5530;Dinheiro
2023-11-27;Loja B;Pasta de Dente;Higiene;8;34.37;274.96;3143;Não informado
2022-07-11;Loja C;Leite;Alimentos;2;33.7;67.4;1033;Pix
2023-06-27;Loja C;Feijão;Alimentos;2;33.21;66.42;8771;Dinheiro
2024-08-08;Loja B;Detergente;Limpeza;8;13.4;107.2;5320;Pix
2023-04-17;Loja B;Sabão em Pó;Limpeza;8;34.43;275.44;5421;Transferência
2023-08-12;Loja B;Cerveja;Bebidas;4;35.18;140.72;5386;Pix
2023-09-01;Loja A;Sabão em Pó;Limpeza;8;41.72;333.76;9038;Dinheiro
2023-11-18;Loja B;Sabão em Pó;Limpeza;10;34.62;346.2;1904;Pix
2024-05-21;Loja C;Feijão;Alimentos;3;43.74;131.22;9898;Transferência
2024-03-26;Loja C;Feijão;Alimentos;2;14.44;28.88;1796;Pix
2024-04-17;Loja B;Pasta de Dente;Higiene;8;42.28;338.24;7268;Dinheiro
2024-09-28;Loja A;Shampoo;Higiene;5;46.62;233.1;6038;Transferência
2024-04-18;Loja A;Leite;Alimentos;10;48.6;486.0;4962;Transferência
2023-09-27;Loja A;Shampoo;Higiene;4;15.91;63.64;9086;Dinheiro
2022-10-02;Loja B;Pasta de Dente;Higiene;4;45.43;181.72;7631;Pix
2022-04-12;Loja A;Detergente;Limpeza;7;35.85;250.95;5678;Pix
2022-05-24;Loja C;Leite;Alimentos;9;15.15;136.35;9024;Transferência
2022-10-03;Loja C;Arroz;Alimentos;6;33.15;198.9;5947;Transferência
2023-05-21;Loja A;Leite;Alimentos;2;18.55;37.1;2286;Transferência
2022-08-10;Loja A;Feijão;Alimentos;5;16.88;84.4;6694;Transferência
2023-05-05;Loja A;Arroz;Alimentos;6;9.62;57.72;6963;Cartão
2023-08-01;Loja C;Sabão em Pó;Limpeza;9;30.21;271.89;8125;Pix
2023-06-13;Loja A;Detergente;Limpeza;6;27.88;167.28;2096;Transferência
2024-08-01;Loja A;Açúcar;Alimentos;6;4.47;26.82;8275;Transferência
2024-11-29;Loja C;Leite;Alimentos;9;28.18;253.62;3885;Pix
2023-07-13;Loja A;Arroz;Alimentos;8;16.57;132.56;7769;Dinheiro
2022-08-08;Loja B;Detergente;Limpeza;10;28.67;286.7;0;Dinheiro
2022-08-29;Loja C;Refrigerante;Bebidas;2;32.88;65.76;1375;Dinheiro
2024-04-08;Loja A;Arroz;Alimentos;2;29.55;59.1;7522;Dinheiro
2022-01-01;Loja C;Cerveja;Bebidas;6;9.96;59.76;9747;Cartão
2024-12-08;Loja C;Detergente;Limpeza;10;33.28;332.8;7233;Transferência
2023-01-01;Loja A;Açúcar;Alimentos;7;26.71;186.97;9600;Dinheiro
2023-01-23;Loja A;Sabão em Pó;Limpeza;6;37.66;225.96;6705;Dinheiro
2022-01-18;Loja B;Pasta de Dente;Higiene;4;40.14;160.56;2922;Transferência
2023-03-23;Loja B;Detergente;Limpeza;10;23.3;233.0;5695;Dinheiro
2024-07-11;Loja A;Cerveja;Bebidas;5;9.9;49.5;8564;Dinheiro
2024-04-27;Loja C;Shampoo;Higiene;1;19.62;19.62;7628;Cartão
2023-04-20;Loja A;Cerveja;Bebidas;5;40.23;201.15;3348;Cartão
2023-07-06;Loja A;Açúcar;Alimentos;7;6.06;42.42;6987;Cartão
2022-04-16;Loja A;Pasta de Dente;Higiene;9;44.63;401.67;4638;Transferência
2023-04-24;Loja A;Leite;Alimentos;5;25.56;127.8;5803;Pix
2024-01-29;Loja A;Feijão;Alimentos;1;41.83;41.83;4411;Transferência
2022-01-17;Loja A;Arroz;Alimentos;3;21.43;64.29;9002;Pix
2022-01-06;Loja A;Detergente;Limpeza;5;4.52;22.6;9278;Dinheiro
2024-10-31;Loja C;Sabão em Pó;Limpeza;1;39.74;39.74;6217;Pix
2022-05-04;Loja A;Detergente;Limpeza;7;9.29;65.03;7099;Dinheiro
2024-06-10;Loja C;Pasta de Dente;Higiene;4;39.02;156.08;1806;Cartão
2022-08-19;Loja B;Shampoo;Higiene;3;18.72;56.16;2302;Dinheiro
2023-04-30;Loja B;Cerveja;Bebidas;2;21.14;42.28;1771;Transferência
2022-01-22;Loja C;Arroz;Alimentos;10;23.24;232.4;2034;Transferência
2022-07-24;Loja B;Detergente;Limpeza;3;25.33;75.99;2611;Dinheiro
2022-04-18;Loja A;Arroz;Alimentos;5;1.98;9.9;6804;Transferência
2024-12-13;Loja C;Refrigerante;Bebidas;4;37.65;150.6;8408;Dinheiro
2022-12-27;Loja C;Leite;Alimentos;7;49.26;344.82;7086;Dinheiro
2022-10-06;Loja C;Leite;Alimentos;10;3.63;36.3;5148;Dinheiro
2022-02-20;Loja A;Açúcar;Alimentos;10;1.54;15.4;0;Pix
2023-08-17;Loja C;Shampoo;Higiene;10;13.05;130.5;2963;Pix
2022-02-07;Loja C;Feijão;Alimentos;2;44.18;88.36;2678;Dinheiro
2024-06-08;Loja C;Shampoo;Higiene;4;9.83;39.32;8748;Pix
2022-11-07;Loja B;Shampoo;Higiene;10;43.12;431.2;4554;Transferência
2024-05-16;Loja A;Cerveja;Bebidas;10;23.24;232.4;5613;Transferência
2023-03-13;Loja B;Leite;Alimentos;5;33.31;166.55;5631;Transferência
2024-02-03;Loja A;Leite;Alimentos;5;25.89;129.45;7941;Cartão
2024-02-18;Loja B;Cerveja;Bebidas;1;16.98;16.98;4967;Transferência
2024-04-24;Loja C;Sabão em Pó;Limpeza;5;23.24;116.2;6273;Pix
2022-02-04;Loja B;Cerveja;Bebidas;3;11.7;35.1;6715;Cartão
2024-12-01;Loja B;Cerveja;Bebidas;8;29.65;237.2;5860;Transferência
2024-04-26;Loja C;Detergente;Limpeza;9;22.77;204.93;8203;Dinheiro
2022-12-30;Loja C;Detergente;Limpeza;8;29.59;236.72;4835;Pix
2022-04-18;Loja A;Cerveja;Bebidas;2;14.14;28.28;8094;Cartão
2022-03-27;Loja A;Shampoo;Higiene;3;8.37;25.11;1690;Cartão
2022-09-23;Loja C;Arroz;Alimentos;9;49.7;447.3;8542;Dinheiro
2023-01-07;Loja B;Arroz;Alimentos;3;19.53;58.59;7594;Dinheiro
2023-06-14;Loja C;Sabão em Pó;Limpeza;8;48.85;390.8;2751;Não informado
2024-08-04;Loja C;Feijão;Alimentos;2;47.22;94.44;8799;Pix
2024-10-02;Loja B;Sabão em Pó;Limpeza;3;21.08;63.24;9824;Transferência
2024-06-19;Loja A;Shampoo;Higiene;2;14.1;28.2;8920;Pix
2022-04-26;Loja A;Refrigerante;Bebidas;4;21.94;87.76;8457;Pix
2022-10-18;Loja A;Refrigerante;Bebidas;6;4.72;28.32;6690;Pix
2022-01-02;Loja B;Sabão em Pó;Limpeza;7;49.82;348.74;9822;Não informado
2024-05-14;Loja C;Açúcar;Alimentos;9;3.74;33.66;8590;Pix
2024-10-01;Loja B;Sabão em Pó;Limpeza;5;22.55;112.75;7570;Cartão
2023-11-04;Loja C;Refrigerante;Bebidas;1;8.5;8.5;8072;Cartão
2024-02-10;Loja A;Detergente;Limpeza;4;44.31;177.24;1903;Dinheiro
2022-06-06;Loja C;Feijão;Alimentos;2;46.3;92.6;3914;Dinheiro
2022-03-04;Loja A;Arroz;Alimentos;1;37.83;37.83;3566;Cartão
2024-02-27;Loja A;Shampoo;Higiene;1;16.97;16.97;8015;Cartão
2023-02-12;Loja C;Pasta de Dente;Higiene;8;44.77;358.16;0;Transferência
2024-03-28;Loja C;Sabão em Pó;Limpeza;10;33.45;334.5;6255;Cartão
2024-12-09;Loja C;Detergente;Limpeza;1;10.11;10.11;1935;Dinheiro
2024-07-29;Loja B;Sabão em Pó;Limpeza;5;8.95;44.75;6846;Transferência
2024-01-17;Loja B;Açúcar;Alimentos;9;23.24;209.16;3372;Transferência
2024-02-19;Loja C;Detergente;Limpeza;9;19.93;179.37;3917;Pix
2022-03-30;Loja C;Arroz;Alimentos;2;44.8;89.6;9070;Pix
2022-08-23;Loja C;Shampoo;Higiene;6;37.83;226.98;3027;Pix
2023-05-21;Loja A;Refrigerante;Bebidas;6;47.69;286.14;7101;Cartão
2025-01-01;Loja C;Açúcar;Alimentos;4;23.24;92.96;5172;Transferência
2022-12-30;Loja A;Feijão;Alimentos;7;33.51;234.57;6876;Transferência
2022-05-14;Loja B;Arroz;Alimentos;9;21.28;191.52;5165;Transferência
2022-10-04;Loja B;Pasta de Dente;Higiene;7;34.4;240.8;2237;Cartão
2023-04-19;Loja A;Pasta de Dente;Higiene;2;23.24;46.48;6863;Dinheiro
2022-09-03;Loja C;Açúcar;Alimentos;3;32.29;96.87;9325;Cartão
2023-01-26;Loja A;Leite;Alimentos;5;1.61;8.05;2245;Transferência
2024-11-25;Loja B;Cerveja;Bebidas;8;34.17;273.36;2499;Cartão
2022-02-23;Loja A;Detergente;Limpeza;2;41.87;83.74;3255;Pix
2024-06-22;Loja C;Arroz;Alimentos;2;46.41;92.82;9033;Transferência
2022-10-27;Loja A;Açúcar;Alimentos;4;45.19;180.76;6156;Transferência
2023-08-27;Loja A;Pasta de Dente;Higiene;1;45.56;45.56;2080;Pix
2024-04-20;Loja C;Cerveja;Bebidas;2;23.24;46.48;6391;Dinheiro
2022-03-29;Loja C;Pasta de Dente;Higiene;2;23.24;46.48;0;Cartão
2022-07-11;Loja C;Refrigerante;Bebidas;2;7.07;14.14;2077;Dinheiro
2023-05-28;Loja C;Açúcar;Alimentos;8;34.55;276.4;9467;Pix
2022-04-29;Loja B;Arroz;Alimentos;5;30.98;154.9;3774;Pix
2022-05-15;Loja A;Sabão em Pó;Limpeza;2;18.05;36.1;8615;Pix
2024-11-04;Loja A;Feijão;Alimentos;5;17.76;88.8;1173;Dinheiro
2022-08-12;Loja B;Feijão;Alimentos;1;23.24;23.24;7336;Transferência
2024-11-13;Loja C;Shampoo;Higiene;2;16.52;33.04;0;Pix
2024-11-11;Loja B;Cerveja;Bebidas;3;5.75;17.25;2811;Cartão
2023-07-27;Loja B;Pasta de Dente;Higiene;1;1.97;1.97;2181;Dinheiro
2023-01-19;Loja C;Arroz;Alimentos;8;14.33;114.64;9701;Dinheiro
2023-10-30;Loja C;Arroz;Alimentos;2;38.08;76.16;8924;Transferência
2022-04-11;Loja A;Pasta de Dente;Higiene;2;35.04;70.08;2426;Dinheiro
2022-02-16;Loja C;Açúcar;Alimentos;2;35.63;71.26;1811;Dinheiro
2024-02-19;Loja C;Arroz;Alimentos;6;12.42;74.52;6850;Pix
2024-04-13;Loja B;Pasta de Dente;Higiene;7;31.89;223.23;1882;Dinheiro
2024-04-11;Loja A;Shampoo;Higiene;10;10.68;106.8;8651;Dinheiro
2023-06-20;Loja B;Detergente;Limpeza;9;24.66;221.94;6858;Pix
2024-09-06;Loja A;Pasta de Dente;Higiene;10;24.43;244.3;5639;Transferência
2024-12-27;Loja B;Sabão em Pó;Limpeza;6;10.36;62.16;2564;Cartão
2024-12-30;Loja B;Detergente;Limpeza;10;35.9;359.0;2138;Transferência
2023-06-29;Loja C;Detergente;Limpeza;1;23.51;23.51;7943;Transferência
2022-04-13;Loja B;Leite;Alimentos;10;15.42;154.2;2054;Dinheiro
2022-05-09;Loja B;Açúcar;Alimentos;5;23.24;116.2;7323;Cartão
2023-02-21;Loja B;Açúcar;Alimentos;8;26.89;215.12;6656;Cartão
2024-03-08;Loja C;Arroz;Alimentos;4;27.96;111.84;1080;Transferência
2022-11-03;Loja A;Arroz;Alimentos;5;25.92;129.6;8748;Cartão
2022-06-07;Loja B;Leite;Alimentos;10;11.1;111.0;4334;Cartão
2024-04-02;Loja C;Refrigerante;Bebidas;4;23.24;92.96;8888;Transferência
2022-01-20;Loja A;Arroz;Alimentos;6;33.94;203.64;1871;Transferência
2022-11-06;Loja B;Sabão em Pó;Limpeza;7;26.16;183.12;0;Transferência
2024-05-27;Loja A;Arroz;Alimentos;3;29.22;87.66;1306;Transferência
2024-11-06;Loja C;Pasta de Dente;Higiene;1;23.24;23.24;3615;Pix
2023-10-16;Loja C;Shampoo;Higiene;5;19.29;96.45;7003;Transferência
2022-02-23;Loja B;Sabão em Pó;Limpeza;9;20.28;182.52;3920;Cartão
2023-10-07;Loja A;Feijão;Alimentos;10;4.97;49.7;6387;Transferência
2024-12-11;Loja C;Açúcar;Alimentos;10;31.01;310.1;6655;Cartão
2023-10-16;Loja C;Cerveja;Bebidas;10;35.75;357.5;6499;Dinheiro
2023-05-08;Loja C;Pasta de Dente;Higiene;4;43.42;173.68;6748;Dinheiro
2023-04-27;Loja A;Arroz;Alimentos;1;13.19;13.19;7804;Pix
2023-12-30;Loja A;Açúcar;Alimentos;3;43.57;130.71;9978;Cartão
2023-12-22;Loja A;Shampoo;Higiene;2;18.64;37.28;3136;Dinheiro
2023-11-22;Loja B;Shampoo;Higiene;2;31.42;62.84;6942;Não informado
2022-01-12;Loja A;Arroz;Alimentos;4;23.24;92.96;6140;Não informado
2023-11-12;Loja C;Leite;Alimentos;3;18.2;54.6;9847;Dinheiro
2022-04-22;Loja A;Detergente;Limpeza;5;41.58;207.9;3429;Pix
2023-05-16;Loja B;Refrigerante;Bebidas;7;3.17;22.19;8850;Cartão
2023-05-06;Loja A;Cerveja;Bebidas;9;15.83;142.47;6116;Pix
2022-01-21;Loja A;Shampoo;Higiene;3;11.31;33.93;2486;Dinheiro
2022-01-06;Loja C;Leite;Alimentos;10;44.38;443.8;0;Transferência
2022-12-28;Loja A;Açúcar;Alimentos;5;2.18;10.9;1762;Pix
2023-11-19;Loja A;Refrigerante;Bebidas;5;42.08;210.4;3641;Transferência
2023-06-08;Loja B;Feijão;Alimentos;5;5.57;27.85;4114;Dinheiro
2022-01-27;Loja C;Feijão;Alimentos;1;11.16;11.16;7457;Pix
2024-10-03;Loja A;Feijão;Alimentos;1;9.31;9.31;2880;Não informado
2024-08-02;Loja A;Pasta de Dente;Higiene;2;4.76;9.52;3527;Pix
2022-10-25;Loja A;Arroz;Alimentos;7;41.37;289.59;9251;Transferência
2023-09-10;Loja C;Cerveja;Bebidas;2;27.24;54.48;5400;Cartão
2022-06-28;Loja C;Leite;Alimentos;8;15.99;127.92;2160;Pix
2024-11-10;Loja A;Cerveja;Bebidas;3;20.7;62.1;5493;Dinheiro
2024-05-02;Loja B;Sabão em Pó;Limpeza;2;17.24;34.48;3625;Cartão
2023-09-10;Loja B;Feijão;Alimentos;4;32.36;129.44;3631;Cartão
2022-04-14;Loja A;Leite;Alimentos;10;26.68;266.8;4506;Pix
2024-10-09;Loja C;Leite;Alimentos;9;13.57;122.13;1405;Dinheiro
2023-05-09;Loja B;Refrigerante;Bebidas;6;18.49;110.94;4252;Pix
2023-08-24;Loja A;Leite;Alimentos;8;33.76;270.08;5284;Não informado
2023-04-07;Loja B;Pasta de Dente;Higiene;6;3.55;21.3;2956;Transferência
2022-11-29;Loja B;Cerveja;Bebidas;1;14.31;14.31;6189;Cartão
2022-03-07;Loja B;Leite;Alimentos;6;27.26;163.56;3179;Pix
2022-11-03;Loja B;Feijão;Alimentos;9;30.36;273.24;4546;Dinheiro
2023-08-28;Loja A;Arroz;Alimentos;1;9.33;9.33;3633;Transferência
2024-11-20;Loja A;Açúcar;Alimentos;10;2.15;21.5;2806;Cartão
2023-04-03;Loja A;Shampoo;Higiene;7;38.39;268.73;1040;Transferência
2022-07-04;Loja A;Cerveja;Bebidas;1;49.28;49.28;5789;Transferência
2024-06-11;Loja C;Detergente;Limpeza;2;22.74;45.48;2219;Pix
2024-01-26;Loja C;Açúcar;Alimentos;1;11.35;11.35;6948;Cartão
2023-07-20;Loja B;Arroz;Alimentos;2;25.99;51.98;6904;Não informado
2022-10-21;Loja C;Leite;Alimentos;9;13.73;123.57;5691;Transferência
2023-02-28;Loja B;Detergente;Limpeza;2;23.24;46.48;3067;Transferência
2023-11-14;Loja A;Pasta de Dente;Higiene;5;2.74;13.7;7798;Transferência
2023-02-15;Loja A;Shampoo;Higiene;8;34.23;273.84;6084;Pix
2022-10-06;Loja C;Arroz;Alimentos;3;38.56;115.68;8071;Cartão
2022-08-07;Loja A;Refrigerante;Bebidas;2;6.48;12.96;4654;Transferência
2024-10-25;Loja B;Arroz;Alimentos;10;14.28;142.8;8755;Dinheiro
2023-10-29;Loja B;Pasta de Dente;Higiene;8;12.07;96.56;3326;Dinheiro
2023-10-15;Loja A;Pasta de Dente;Higiene;2;44.35;88.7;8747;Pix
2023-02-17;Loja A;Arroz;Alimentos;5;3.55;17.75;1819;Cartão
2024-01-04;Loja A;Refrigerante;Bebidas;9;49.01;441.09;6730;Pix
2022-10-06;Loja A;Leite;Alimentos;2;2.91;5.82;2447;Dinheiro
2024-06-01;Loja A;Detergente;Limpeza;2;1.95;3.9;4456;Cartão
2024-10-21;Loja B;Pasta de Dente;Higiene;6;9.57;57.42;5502;Cartão
2023-10-26;Loja C;Shampoo;Higiene;10;23.62;236.2;3014;Transferência
2022-02-25;Loja C;Detergente;Limpeza;7;1.92;13.44;8075;Pix
2024-06-27;Loja C;Cerveja;Bebidas;7;4.13;28.91;9223;Dinheiro
2024-03-12;Loja C;Refrigerante;Bebidas;2;46.86;93.72;9005;Pix
2022-08-14;Loja B;Arroz;Alimentos;5;2.54;12.7;8452;Cartão
2024-02-12;Loja C;Detergente;Limpeza;1;2.71;2.71;9043;Pix
2022-11-26;Loja C;Pasta de Dente;Higiene;2;23.9;47.8;8845;Não informado
2024-03-30;Loja C;Detergente;Limpeza;2;11.54;23.08;3092;Transferência
2023-08-25;Loja B;Detergente;Limpeza;6;49.38;296.28;5123;Cartão
2022-12-23;Loja A;Pasta de Dente;Higiene;5;42.75;213.75;8501;Pix
2024-12-17;Loja C;Refrigerante;Bebidas;1;46.21;46.21;5292;Dinheiro
2022-10-16;Loja B;Cerveja;Bebidas;9;17.64;158.76;8223;Pix
2024-11-15;Loja C;Refrigerante;Bebidas;9;27.66;248.94;9370;Pix
2023-08-19;Loja A;Cerveja;Bebidas;1;17.94;17.94;9270;Cartão
2024-01-25;Loja A;Shampoo;Higiene;7;36.12;252.84;5740;Transferência
2023-08-06;Loja C;Shampoo;Higiene;6;31.87;191.22;2612;Pix
2024-08-31;Loja A;Feijão;Alimentos;1;23.24;23.24;6769;Dinheiro
2022-01-09;Loja B;Leite;Alimentos;7;44.34;310.38;9813;Transferência
2022-01-10;Loja C;Shampoo;Higiene;6;49.81;298.86;7785;Cartão
2022-09-08;Loja C;Shampoo;Higiene;6;4.33;25.98;7582;Cartão
2024-04-21;Loja B;Arroz;Alimentos;7;35.55;248.85;7213;Cartão
2022-07-12;Loja C;Leite;Alimentos;8;29.96;239.68;7401;Transferência
2024-04-19;Loja A;Leite;Alimentos;8;17.73;141.84;1305;Transferência
2023-08-07;Loja C;Pasta de Dente;Higiene;2;29.52;59.04;3746;Transferência
2024-08-10;Loja C;Açúcar;Alimentos;1;23.43;23.43;5524;Pix
2024-11-23;Loja B;Detergente;Limpeza;5;5.22;26.1;2883;Transferência
2023-04-22;Loja C;Feijão;Alimentos;3;34.18;102.54;3507;Dinheiro
2024-12-03;Loja B;Arroz;Alimentos;6;5.66;33.96;6811;Dinheiro
2024-09-12;Loja B;Açúcar;Alimentos;9;27.45;247.05;4837;Transferência
2023-02-24;Loja A;Feijão;Alimentos;3;7.96;23.88;2533;Transferência
2024-06-17;Loja A;Refrigerante;Bebidas;5;17.25;86.25;1613;Dinheiro
2023-10-05;Loja C;Shampoo;Higiene;2;4.17;8.34;2239;Pix
2023-10-08;Loja B;Refrigerante;Bebidas;5;14.83;74.15;5414;Cartão
2024-03-21;Loja B;Shampoo;Higiene;9;17.28;155.52;4557;Pix
2023-06-05;Loja C;Sabão em Pó;Limpeza;2;41.86;83.72;6320;Cartão
2024-06-20;Loja A;Feijão;Alimentos;8;49.95;399.6;4276;Dinheiro
2023-06-18;Loja B;Feijão;Alimentos;1;24.25;24.25;3263;Dinheiro
2024-07-21;Loja A;Detergente;Limpeza;3;35.04;105.12;4423;Cartão
2023-05-26;Loja A;Feijão;Alimentos;8;11.84;94.72;5699;Cartão
2022-12-24;Loja C;Cerveja;Bebidas;9;28.39;255.51;4616;Pix
2024-05-09;Loja C;Cerveja;Bebidas;9;2.56;23.04;6840;Pix
2022-09-01;Loja B;Pasta de Dente;Higiene;2;35.78;71.56;7147;Transferência
2024-05-29;Loja A;Shampoo;Higiene;6;7.13;42.78;8097;Transferência
2022-11-15;Loja A;Refrigerante;Bebidas;8;47.7;381.6;6098;Cartão
2023-05-30;Loja B;Arroz;Alimentos;4;38.64;154.56;1782;Transferência
2023-11-16;Loja A;Cerveja;Bebidas;10;15.41;154.1;3549;Pix
2023-07-02;Loja A;Leite;Alimentos;7;18.03;126.21;6563;Dinheiro
2023-11-05;Loja A;Shampoo;Higiene;8;8.0;64.0;1648;Transferência
2024-02-22;Loja C;Refrigerante;Bebidas;3;6.85;20.55;5609;Transferência
2024-01-21;Loja C;Refrigerante;Bebidas;2;13.21;26.42;3434;Dinheiro
2024-06-14;Loja A;Feijão;Alimentos;3;23.24;69.72;4248;Pix
2023-02-03;Loja B;Shampoo;Higiene;6;8.98;53.88;3369;Dinheiro
2024-08-07;Loja B;Cerveja;Bebidas;10;37.78;377.8;9873;Transferência
2024-11-20;Loja A;Sabão em Pó;Limpeza;1;20.71;20.71;4539;Dinheiro
2023-09-08;Loja B;Pasta de Dente;Higiene;7;11.06;77.42;7269;Dinheiro
2022-07-27;Loja A;Sabão em Pó;Limpeza;8;38.51;308.08;8827;Cartão
2022-09-08;Loja A;Feijão;Alimentos;3;34.45;103.35;6107;Cartão
2022-10-07;Loja B;Sabão em Pó;Limpeza;6;14.24;85.44;9654;Transferência
2022-07-18;Loja C;Feijão;Alimentos;5;7.15;35.75;7069;Não informado
2023-03-10;Loja A;Feijão;Alimentos;5;42.72;213.6;7168;Dinheiro
2023-03-11;Loja C;Leite;Alimentos;10;10.6;106.0;5551;Dinheiro
2022-06-29;Loja C;Sabão em Pó;Limpeza;3;23.24;69.72;4972;Pix
2022-12-18;Loja C;Shampoo;Higiene;3;15.99;47.97;3791;Não informado
2022-01-29;Loja A;Pasta de Dente;Higiene;4;46.66;186.64;6792;Pix
2024-10-10;Loja C;Refrigerante;Bebidas;10;28.09;280.9;7387;Cartão
2023-12-27;Loja B;Pasta de Dente;Higiene;6;34.6;207.6;9512;Dinheiro
2024-05-14;Loja B;Arroz;Alimentos;2;6.29;12.58;8436;Pix
2022-03-12;Loja B;Feijão;Alimentos;5;23.45;117.25;9064;Transferência
2023-09-19;Loja C;Leite;Alimentos;4;8.87;35.48;8922;Pix
2023-05-04;Loja C;Refrigerante;Bebidas;3;43.19;129.57;7055;Dinheiro
2022-03-14;Loja A;Shampoo;Higiene;3;14.26;42.78;7821;Cartão
2023-11-18;Loja B;Detergente;Limpeza;2;34.95;69.9;3038;Dinheiro
2022-09-13;Loja B;Açúcar;Alimentos;7;34.01;238.07;9524;Pix
2022-02-21;Loja A;Leite;Alimentos;8;34.92;279.36;4216;Cartão
2023-05-29;Loja B;Pasta de Dente;Higiene;1;39.28;39.28;7005;Cartão
2022-07-10;Loja A;Feijão;Alimentos;5;2.26;11.3;8691;Pix
2022-07-13;Loja C;Sabão em Pó;Limpeza;2;28.41;56.82;1434;Pix
2022-12-04;Loja C;Pasta de Dente;Higiene;6;45.75;274.5;7643;Cartão
2023-10-08;Loja C;Pasta de Dente;Higiene;6;33.17;199.02;9915;Cartão
2022-12-30;Loja C;Feijão;Alimentos;4;27.04;108.16;7166;Transferência
2022-04-12;Loja B;Arroz;Alimentos;2;17.34;34.68;9343;Cartão
2023-12-22;Loja A;Cerveja;Bebidas;10;40.3;403.0;1537;Dinheiro
